userId,movieId,rating,timestamp
509,33615,2.0,1435994238
68,5464,2.0,1233381166
387,6774,4.5,1133684809
596,167746,5.0,1535711673
12,222,5.0,1247263465
601,1262,4.5,1441639454
64,5010,5.0,1161528939
414,3686,4.0,961682008
125,33201,4.5,1474296002
273,150,3.0,835798985
366,6537,3.5,1445546444
216,955,4.0,975212199
234,2640,5.0,1004408188
298,60950,4.0,1447517051
274,2918,4.5,1171428476
307,5650,3.0,1186172797
414,2617,2.0,961515889
382,527,5.0,1515160612
490,78544,3.0,1324373360
387,3471,3.5,1094876727
284,185,1.0,832699656
256,88744,4.0,1446580910
480,95,1.0,1179177869
429,595,5.0,828124615
135,3708,4.0,1009691660
187,27850,4.0,1161850324
448,91535,2.0,1377951757
74,39292,4.5,1207500229
577,3168,2.0,945965629
414,1997,4.0,991327876
307,8366,4.0,1186172482
438,6936,3.5,1105653990
603,2734,4.0,953926166
608,736,3.0,1117408403
82,6534,3.0,1084467415
125,2387,4.5,1474382209
534,102686,3.0,1459787998
95,3019,5.0,1043340112
249,2340,3.0,1347318520
606,2012,2.5,1173644020
132,256,1.5,1157968600
489,7293,4.0,1332774955
448,6760,3.0,1405887477
177,52458,2.5,1435529758
318,71535,4.0,1278488248
448,7372,3.0,1082793500
542,2571,5.0,1163386800
68,7137,3.5,1261086324
305,53464,3.0,1460136770
125,1625,5.0,1474375054
474,4464,3.0,1014924284
500,1747,5.0,1005528065
225,2000,4.0,949111317
298,88140,3.0,1449589069
91,628,3.0,1112713765
298,1261,3.5,1447584517
249,5952,4.5,1346757871
139,54259,2.5,1453924708
489,4022,3.5,1333101709
474,3527,2.0,1002757072
101,2490,2.0,968441120
332,16,3.5,1352673555
448,3827,3.0,1021877820
558,5293,3.0,1035415648
139,33004,2.0,1453924506
199,1441,1.0,940380923
561,2005,4.5,1491091982
555,3398,4.0,978821380
448,63393,1.0,1230396701
177,91630,3.5,1435525468
448,1083,4.0,1019128060
414,5060,4.0,1010588391
50,176371,3.0,1514239772
104,2837,3.0,1049103610
474,1767,2.0,1014924230
137,2628,3.0,1204859532
577,2527,3.0,945967093
248,53125,4.0,1534592060
432,1293,0.5,1315242191
555,913,5.0,978819462
141,47,3.0,1513130660
105,926,4.0,1447574054
458,377,5.0,845651796
560,155288,3.5,1469647379
453,3452,3.0,972622080
414,2348,4.0,961516841
438,2642,3.0,1105664766
249,5903,4.5,1347317509
200,1500,5.0,1229887046
600,27879,4.0,1237712779
448,4226,4.0,1026978102
372,428,3.0,874415199
447,457,4.0,836960762
282,2571,5.0,1378490023
385,272,3.0,834691862
483,76251,4.0,1277596118
212,4896,3.5,1523216502
414,5026,5.0,1023373346
318,5816,3.0,1256504203
511,2571,5.0,1450093985
365,99007,2.5,1488333466
186,480,4.0,1031079589
610,6615,3.0,1493848161
18,116797,4.5,1455050523
599,6721,2.5,1519127605
73,74647,1.0,1464198880
22,3489,5.0,1268726106
93,2617,4.0,942946091
564,106918,3.5,1478453956
117,434,3.0,844162810
141,51255,5.0,1513129972
182,590,4.5,1054781599
597,45,5.0,941559030
290,3152,4.0,974938560
217,2748,2.0,955941623
298,34048,2.5,1447598347
474,246,4.0,1079359162
448,93766,1.5,1378653084
606,3996,4.0,1171409505
256,33679,4.0,1446580529
426,337,4.5,1451081076
606,1201,4.0,1171237257
606,7460,4.0,1171360545
266,1394,5.0,945670582
111,4262,2.0,1516154010
597,2475,4.0,940420917
217,457,4.0,955935806
555,1962,5.0,978821380
19,3082,2.0,965703061
520,2423,5.0,1326611163
387,6270,3.5,1094876026
51,1011,1.5,1230931465
186,5497,4.0,1031073228
606,1219,4.5,1171326504
105,44191,4.0,1446571719
18,2762,4.5,1455209891
182,648,4.0,1054782276
599,158388,2.5,1498531023
573,1,5.0,1186722182
275,3925,4.0,1049076865
62,69757,4.5,1521490345
414,6374,2.5,1085505948
470,1073,4.0,849370395
414,4736,1.5,1057178118
330,594,3.0,1285905419
160,6,2.0,971115114
174,185,5.0,848486984
599,6966,3.5,1498798079
324,432,2.0,974906461
51,2097,2.5,1230931323
298,49396,3.0,1447599858
177,80549,5.0,1435525684
466,7438,3.5,1439915276
398,2763,4.0,1311207233
254,48774,4.0,1180447622
438,4823,4.5,1105654079
62,52604,4.5,1521822937
68,2124,3.5,1158534968
599,3741,4.5,1498539281
232,52973,4.0,1182906718
103,2501,4.5,1431968208
187,356,2.0,1161863877
414,4985,1.0,1008691553
6,17,4.0,845553559
104,5349,3.5,1101152665
45,362,5.0,950722276
232,43932,2.0,1167944835
68,8464,4.5,1158532061
600,1381,1.5,1237716028
15,589,5.0,1510572012
606,1732,4.5,1171311016
525,62434,3.5,1476476638
239,587,3.5,1221158946
74,923,5.0,1207501381
226,39,3.0,1095662724
234,1200,4.0,1004407980
606,930,4.5,1171310419
606,1136,4.0,1171736505
488,2324,4.5,1112382241
597,1845,4.0,940362150
284,110,5.0,832699616
524,1136,5.0,851609412
459,5816,4.0,1520233624
51,2374,4.0,1230931226
599,1231,3.5,1498501272
474,1416,2.0,1047043416
306,75805,3.0,1518380544
199,5418,4.0,1057590429
91,5294,3.5,1112712934
198,1020,3.0,1034138750
51,2524,3.5,1230931190
365,8368,3.0,1488332475
392,1197,3.0,1027524123
608,344,3.5,1117504297
476,236,3.0,835021592
517,3967,4.5,1487953674
483,2423,2.0,1215896989
134,153,4.0,832841003
368,21,3.0,975828964
182,2541,4.5,1063284915
354,531,4.0,1200865454
249,44665,3.0,1346757958
582,79132,5.0,1446792651
474,1262,4.0,1078151740
482,1288,3.5,1105396527
202,480,4.0,974918825
474,3836,2.5,1087832380
599,2717,3.0,1498521926
91,799,4.0,1112712586
226,3052,4.5,1095663144
514,2571,4.0,1533949050
10,113275,4.5,1455357698
260,3052,4.5,1109409252
57,1250,5.0,965799430
599,2391,4.0,1498499526
492,839,4.0,863976410
599,54503,2.5,1498517331
260,5673,3.0,1109408531
124,1784,4.0,1336412860
125,111759,4.0,1474283560
606,27803,4.5,1171823414
469,2795,4.0,965425487
474,3681,3.5,1114700924
226,4103,4.5,1139535253
380,69122,4.0,1493420470
525,4299,4.0,1476476868
480,39234,3.5,1179163693
19,410,2.0,965706683
484,3752,2.0,1342297212
489,2908,4.5,1332704606
381,50872,3.5,1187320076
153,5992,4.0,1525549401
391,3623,1.0,1030825299
72,2490,4.0,1217323422
497,112183,5.0,1429177789
212,5690,4.0,1490115775
305,6,3.5,1460222104
249,589,4.0,1346758213
198,356,5.0,1034134802
599,1687,1.0,1498797098
364,786,4.0,869443424
68,44,3.0,1158534993
479,3308,5.0,1039362558
122,2987,4.5,1461562489
301,3996,4.0,1211377586
380,60069,5.0,1493420402
601,1704,4.5,1521398189
552,902,3.5,1111473321
125,54286,2.5,1474414649
213,53121,3.0,1316196209
580,2115,3.5,1167792434
274,1197,4.0,1171934686
391,1233,5.0,1030945391
219,5989,3.5,1194686282
160,3082,1.0,971115383
522,60684,5.0,1325711230
97,4022,5.0,1043382998
177,593,5.0,1435533526
73,93272,3.5,1464198147
599,1770,2.0,1498510833
132,4014,3.5,1157922303
597,588,4.0,941558405
305,2268,5.0,1460222358
129,40815,4.0,1167376410
509,65230,2.0,1435992761
105,56367,3.5,1446573374
275,2069,5.0,1049076150
6,95,4.0,845553559
42,1036,4.0,996216013
40,151,4.0,832059189
200,2683,4.0,1229877731
274,53519,1.5,1200536245
298,138798,0.5,1450453125
603,2686,4.0,953926238
201,2336,4.0,939226810
474,5992,3.0,1100292016
89,39715,3.0,1520408758
68,56949,4.0,1261624337
306,111113,2.5,1518380322
292,3468,3.0,1265680047
288,5945,4.0,1066059102
564,53996,2.0,1478454154
399,480,3.0,1167220297
448,93270,1.5,1359231612
465,3698,4.0,959895724
222,100498,2.0,1391347199
599,96655,2.5,1498532657
599,4063,2.0,1519141087
580,1394,4.0,1167790872
307,3280,1.5,1186085577
232,7361,4.0,1207291954
232,57368,2.5,1206991174
84,1343,4.0,858772845
313,2657,3.0,1030474865
199,1597,3.0,940544249
424,318,3.5,1457842711
63,1968,4.0,1443200066
489,52952,3.5,1333657357
597,1732,4.0,941559248
105,64614,4.0,1446571899
10,40629,3.0,1455356796
480,33660,4.5,1179161196
391,2391,4.0,1030944221
493,1172,1.0,1001562535
104,74789,3.0,1292698386
127,1747,4.0,1263527080
608,2890,3.5,1117502709
177,41571,3.5,1435525534
129,3793,4.0,1167375944
217,351,2.0,955944634
489,8969,2.5,1333297037
380,1911,3.0,1494803955
321,165,3.0,843212390
496,8640,2.0,1415165826
20,3512,3.0,1054037253
160,2324,5.0,971113296
600,33794,2.5,1237760993
372,593,4.0,874414916
136,185,3.0,832449254
41,88163,4.0,1458942860
68,2605,3.5,1158535237
246,4896,4.0,1354133754
260,1358,5.0,1109408324
305,60069,5.0,1460135747
512,300,4.0,841449359
42,4686,2.0,996256937
91,266,3.0,1112713423
318,96728,3.0,1413404914
111,59333,3.5,1516152760
519,4025,5.0,1518478829
600,2088,3.5,1237851010
427,4993,4.0,1053071048
414,314,3.0,961594869
216,3173,3.0,975211454
111,102123,4.5,1516141858
469,2406,3.0,965334211
62,5254,3.0,1521489715
50,135887,1.0,1514239519
580,34319,4.0,1167792890
428,1120,3.5,1111523582
21,73017,2.5,1419795394
599,2872,3.5,1498501391
66,255,0.5,1113188840
599,2594,2.5,1519144669
534,783,4.0,1459787996
63,33779,5.0,1443201056
408,7153,5.0,1467371716
98,168250,4.5,1532457987
554,1220,1.0,944900238
105,1230,4.0,1447579516
560,4896,3.0,1469654114
274,6593,2.0,1177986754
606,6874,4.5,1171235842
474,2,3.0,1046886814
72,27193,3.5,1217324054
599,7137,2.5,1498518270
1,2596,5.0,964981144
610,159093,3.0,1493847704
546,2858,5.0,973588321
292,5782,3.5,1265680117
226,802,2.5,1114838347
117,802,3.0,844163543
483,88448,5.0,1315437602
91,1968,3.0,1112713409
351,56941,3.0,1326061843
571,3021,2.0,966901209
438,6188,3.5,1105650249
561,1573,2.5,1491091349
39,2762,5.0,974788030
596,78499,3.5,1535708446
610,81520,4.0,1479543207
414,6287,2.0,1079901592
68,68554,3.0,1268848741
534,5816,4.0,1459787995
480,44397,2.5,1179166029
582,60069,4.0,1446794147
274,1193,4.5,1186728753
590,2329,3.0,1258418095
511,318,5.0,1450093982
438,780,3.5,1105650467
610,4979,4.0,1493844919
58,317,3.0,847718786
599,996,2.0,1498511050
448,1389,1.0,1019140749
356,34437,3.0,1229140295
514,3033,2.5,1533873614
600,27563,4.5,1237763281
448,100498,1.5,1395514136
567,118997,1.0,1525289397
414,2427,4.0,961512557
42,344,2.0,996220343
381,47810,1.5,1168481279
438,2763,4.0,1105664195
475,5378,5.0,1498030169
22,1223,4.0,1268330594
298,3698,2.5,1450452365
313,1249,4.0,1030476169
249,44199,4.0,1354108273
43,329,5.0,848993718
480,4774,2.5,1179164317
57,2599,4.0,969753240
3,26409,4.5,1306463993
414,3105,3.0,961517141
551,2028,4.5,1504317297
177,2424,3.0,1435534600
293,608,3.0,1044870773
260,3556,4.5,1109409227
91,551,5.0,1112711242
343,1196,3.0,1202060819
59,1944,4.0,953609954
381,316,3.5,1165975719
19,1372,5.0,965703698
469,440,3.0,965425714
305,3039,5.0,1460225538
287,3949,5.0,1110230113
265,541,4.0,965314747
525,2174,3.5,1476477626
140,1214,4.0,1080845712
414,34,5.0,961438127
354,1210,4.0,1200870086
381,6947,3.5,1170587467
371,6365,5.0,1407692315
600,1721,3.0,1237742320
608,2723,1.0,1117504736
318,2427,4.0,1424546816
432,1721,4.0,1316391552
596,119145,3.0,1535627438
171,608,5.0,866904192
380,36401,3.0,1494071510
199,2997,4.0,946523761
6,419,3.0,845554224
608,1954,4.5,1117504516
560,2716,3.5,1469648057
391,778,5.0,1032388253
610,47,5.0,1479545853
480,5313,2.5,1179166272
233,79132,3.5,1520206331
484,1200,1.5,1342295106
121,110,4.0,847655980
39,1387,5.0,974787836
534,367,4.0,1459787997
514,3471,5.0,1533872127
298,3316,1.0,1449592685
298,6365,3.0,1447598136
305,60037,3.5,1460136949
383,2541,3.0,943570243
297,543,2.0,900872143
483,54272,4.0,1186314193
599,6440,4.5,1498539616
266,223,4.0,944940274
603,348,5.0,963178168
599,95499,4.0,1519132821
606,6111,3.5,1171323922
8,587,3.0,839463702
100,1407,4.0,1100185876
469,1580,3.0,965334076
555,216,3.0,978747041
420,5784,3.5,1218037595
63,106487,0.5,1443200230
448,40278,3.5,1169333691
603,2155,4.0,963178212
380,27660,4.0,1494071436
448,91529,3.5,1342728332
219,30810,3.0,1194680906
365,85510,2.0,1488594785
105,51662,4.5,1446571609
61,4993,4.5,1145532353
488,1197,5.0,1112382098
256,4974,3.5,1446581056
579,1580,4.0,958881895
600,2581,1.5,1237715269
425,597,3.5,1085477415
82,5296,3.5,1084466524
387,5445,3.0,1094877331
467,2493,4.0,919670753
187,6502,4.0,1161849418
202,674,2.0,974923361
18,5574,3.5,1455050917
105,6618,4.0,1447563266
380,99813,5.0,1493474100
112,480,5.0,1442535631
140,2431,4.0,1075154575
105,59369,3.5,1446571747
200,367,3.5,1229886978
177,58803,4.0,1435525421
292,2401,3.0,1265679671
57,2968,4.0,965798155
555,2572,3.0,978746874
89,3604,0.5,1520408880
431,435,0.5,1267051778
104,6060,4.0,1048587050
132,7153,4.0,1157919901
308,54286,0.5,1421373781
509,65261,3.5,1435995528
57,589,4.0,965798703
64,5026,4.0,1161530549
105,48516,5.0,1446571700
298,6188,3.0,1449592198
359,44555,4.0,1192742162
462,288,3.5,1154037845
256,4643,3.5,1446580464
169,4369,3.0,1059494319
377,1225,4.0,1340343678
42,2716,3.0,996257992
6,592,3.0,845553109
560,2763,4.0,1469650068
387,7008,3.5,1095489639
596,5502,2.5,1535708451
313,2043,2.0,1030475484
567,122926,4.0,1525284111
204,4973,4.0,1327182812
18,60040,3.5,1455529605
119,95441,4.5,1438440166
22,3210,3.5,1268726113
219,4226,5.0,1194685887
24,49272,3.5,1458941633
387,2134,2.5,1095041316
299,3300,4.0,974620300
420,6539,4.0,1218207173
274,55232,1.5,1199348438
517,8665,2.5,1487953214
110,1208,4.0,1175329843
525,70286,4.0,1476476748
608,2325,2.5,1117504095
177,1032,3.5,1435535041
608,4896,3.0,1117162371
249,1580,4.5,1353792037
89,65230,4.0,1520408883
339,5989,5.0,1460183188
217,2410,1.0,955941273
68,4718,4.5,1158533282
104,6593,4.0,1071746249
372,838,4.0,874414806
356,3994,4.0,1229143431
608,7325,4.0,1117506234
480,1408,5.0,1179162599
610,138632,5.0,1479545420
226,3751,3.0,1101193062
453,1641,4.0,972621007
117,150,4.0,844162743
489,51255,4.5,1332773556
387,2011,2.0,1095040641
173,329,4.0,843397925
292,1097,4.5,1265679812
474,474,3.5,1060702760
408,3175,5.0,1467371178
305,96588,4.0,1460304539
606,849,1.5,1172012792
66,7647,4.0,1093747992
195,2028,3.0,974709608
89,96655,2.5,1520408868
140,4993,3.0,1030558904
215,2686,5.0,1260905552
586,318,5.0,1529899248
480,2140,3.5,1179161365
352,85414,3.5,1493674311
42,350,4.0,996218988
514,4306,4.0,1533949329
27,1276,4.0,965149456
425,588,3.0,1085477310
28,3300,4.0,1234338619
414,6062,3.0,1075175281
88,318,5.0,1331421326
68,46965,3.5,1269122431
380,596,4.0,1494803583
606,2708,4.0,1173570359
77,5989,2.0,1535107548
268,1580,3.0,940182657
469,2916,4.0,965333936
590,1291,4.0,1258420639
474,2312,2.5,1053021554
18,112852,4.5,1455618433
560,2291,4.0,1469653849
129,35836,4.0,1167376636
512,588,3.0,841449233
36,2735,2.0,1100803683
486,733,5.0,839537237
182,3301,4.0,1055154114
57,2102,4.0,965796031
125,158238,4.0,1474425213
599,6936,3.0,1498521992
332,1527,2.5,1352673411
76,1136,5.0,1439166982
381,56757,4.5,1199053720
427,5323,1.0,1053070526
213,58103,3.5,1316196741
91,1747,3.0,1112716508
328,78499,5.0,1494207189
249,111743,3.5,1410476639
5,21,4.0,847435238
44,135,2.0,869251982
272,49272,2.5,1533490690
469,608,5.0,965336630
169,3301,4.5,1070250484
420,4993,4.5,1218041503
599,5363,1.5,1498504169
42,1089,5.0,996217838
217,1777,3.0,955944095
447,588,5.0,836960630
580,1270,3.5,1167792864
538,3671,4.5,1307845499
305,316,3.0,1518197885
376,3527,4.0,1364933832
590,590,3.0,1258420432
180,1136,4.0,1270237867
596,5952,3.5,1535708244
384,358,2.0,994038747
192,349,5.0,835128746
249,2306,3.0,1354225842
89,6218,2.5,1520408376
139,46530,0.5,1453924905
448,71033,4.0,1324744291
414,30707,4.5,1108393827
169,4308,5.0,1059427608
156,1057,3.0,946799679
249,6593,3.5,1415415585
417,4306,5.0,1529283842
68,1027,3.0,1261623401
509,4246,3.5,1435993378
385,1012,3.0,842892242
502,318,5.0,1111757439
300,2762,3.5,1425351463
381,4878,5.0,1200823906
80,6281,3.5,1377307782
433,164179,5.0,1506823915
68,3301,3.5,1158535115
83,4310,4.0,1333170212
494,2028,5.0,1001666475
330,2641,3.0,1285903216
199,2819,4.0,940381023
355,3175,4.0,974965550
562,78499,4.5,1368896472
57,1221,5.0,965795745
52,86892,5.0,1468051226
309,1250,5.0,1086563279
380,1035,3.0,1494803558
42,1101,5.0,996213578
223,1345,1.0,1226209228
380,122920,5.0,1493419810
93,480,5.0,942946013
219,5952,3.5,1194681162
562,1994,4.0,1368895349
552,3948,3.5,1112151341
307,367,1.5,1186160996
483,608,4.0,1199992684
428,3745,2.0,1111523441
326,32460,4.5,1324236081
42,2918,4.0,996258118
482,4862,1.0,1105396797
160,2018,5.0,971619022
103,90890,4.0,1431956407
105,1244,5.0,1447574383
599,4580,0.5,1498530698
64,8983,3.5,1161529958
140,47,4.0,942842215
561,4489,3.5,1491092161
249,68659,3.0,1356550226
419,493,4.0,1318337928
525,5378,2.5,1476476338
21,53972,3.0,1403460418
474,4126,3.0,983031727
533,2160,3.5,1424754028
68,1779,3.0,1261623451
96,50,5.0,964773008
328,2918,2.0,1494210534
114,88125,2.5,1485387480
489,308,3.5,1333234505
604,19,1.0,832080050
560,40819,4.0,1469648888
596,169984,3.5,1535709730
414,5463,4.0,1038842174
177,1367,2.5,1435534881
182,1287,3.5,1054782078
68,59258,3.0,1240093333
209,81562,4.5,1524522405
274,1806,3.5,1172031117
274,5481,2.5,1173819620
602,380,3.0,840875508
212,76251,3.5,1490114728
274,5574,3.5,1171828121
288,5816,3.0,1052234857
538,3552,4.0,1307845513
448,4571,5.0,1019125322
202,3194,4.0,974912892
254,6874,5.0,1180446317
438,1675,3.5,1105763611
58,253,2.0,847718617
294,551,4.0,966595174
425,3948,3.5,1085490893
191,229,5.0,829760897
474,927,4.0,1100119644
307,2907,2.0,1186172679
219,3248,2.0,1198782725
603,1287,4.0,953926558
137,7001,3.5,1204859254
490,64622,3.5,1328145253
570,1225,3.0,1181477974
567,99149,2.5,1525287767
430,3408,3.0,962936443
261,1920,1.5,1404881009
593,5989,2.0,1181008210
522,44191,4.5,1325711221
313,2455,3.0,1030475189
368,3545,2.0,971274910
64,5015,4.0,1161559896
559,544,3.0,845476928
318,8748,4.5,1419695304
191,32,5.0,829759809
226,4022,2.5,1159219679
140,4161,4.0,997958385
319,595,4.0,1461351972
274,7458,4.0,1173041185
563,74688,3.5,1441845621
599,54908,2.0,1498509731
480,32291,4.0,1179165331
593,3578,5.0,1181007548
26,150,3.0,836950245
167,7247,2.5,1154722492
318,7124,3.5,1315335343
330,5349,3.0,1285905323
514,3253,4.0,1533954291
596,68157,3.0,1535627202
314,327,1.0,834428752
195,6,4.0,974705807
356,3831,4.5,1229140730
387,1092,3.0,1095040848
414,3702,4.0,961514725
352,3717,3.0,1493673694
580,44195,2.5,1167790310
202,2797,4.0,974923746
20,362,4.0,1054038216
122,55247,4.5,1461561578
219,2717,4.0,1195349219
139,115617,3.0,1453924868
590,4874,3.0,1258420052
7,7143,4.5,1106636579
599,5026,2.5,1498518094
261,1431,3.5,1404881050
317,64839,5.0,1430512126
332,4993,4.0,1352672138
134,592,3.0,832840928
448,1515,2.0,1019139399
226,2082,4.0,1114839396
434,293,4.5,1270603658
19,551,5.0,965706163
490,3481,4.0,1328145199
463,3977,2.0,1145459381
249,5349,4.0,1346847829
387,4734,2.5,1123558873
219,6365,3.0,1194681079
357,1282,3.0,1348611698
239,6537,2.5,1221158800
305,56171,3.0,1460136824
437,640,2.0,859721148
288,2020,4.0,979163695
200,8969,3.5,1229878719
599,1022,3.5,1498797822
414,2416,4.0,961437647
186,4896,4.0,1031072959
274,54001,3.0,1186723228
434,799,3.5,1270602491
603,592,2.0,953928090
387,3668,3.5,1117430331
323,300,2.5,1422640120
129,5502,4.0,1167376607
584,39,1.0,834987810
83,56367,3.5,1333842139
216,1923,4.0,975212308
340,344,4.0,848666356
89,1269,2.5,1520408303
577,1203,4.0,945966653
152,88129,4.0,1450867829
94,47,2.0,843406765
18,1676,3.5,1455735650
448,70565,2.5,1291653638
57,1197,5.0,965796373
307,1259,3.5,1186161507
35,236,4.0,830939695
105,81564,3.0,1447563433
586,166528,4.5,1529899283
41,920,3.0,1458939112
18,30812,4.0,1455050855
282,2470,4.0,1378497876
354,8961,4.0,1200870587
6,89,4.0,845555124
177,115617,5.0,1435523609
603,3655,5.0,963176221
62,68237,2.0,1522189879
362,50,3.5,1530637009
522,71535,4.0,1258778547
608,2083,3.0,1117507013
282,2948,4.0,1378488903
42,2155,3.0,996215096
64,8093,3.5,1161530106
565,300,4.0,846533367
156,590,3.5,1106854617
600,5902,5.0,1237709173
59,1244,5.0,953610406
313,382,2.0,1030475865
7,3793,3.5,1106635630
483,19,3.5,1181494938
490,33794,3.0,1324371191
204,27075,3.0,1327181622
70,5995,4.0,1355198446
275,2352,4.0,1049076972
596,138036,4.5,1535709739
531,919,3.0,1032961819
462,1089,3.5,1123893698
381,8970,4.0,1164383813
469,2613,2.0,965334332
294,586,2.0,966595915
250,2407,4.5,1121217588
594,5105,0.5,1108950693
288,1610,3.0,978465510
143,2144,5.0,1444768859
18,5669,3.5,1456919349
226,267,2.5,1114839418
249,64969,4.0,1354107252
18,64614,3.5,1455059693
528,589,4.0,1391736600
215,1208,5.0,1260908749
278,3210,4.0,1193753150
610,109968,5.0,1479545414
332,50,4.0,1352671786
414,357,4.0,961438351
89,4015,2.0,1520408520
393,589,0.5,1430505921
288,1968,3.0,975692503
561,88140,3.5,1491091312
414,2067,4.0,961512475
14,592,2.0,835440976
570,282,3.0,1181476033
190,6016,5.0,1504310109
226,785,4.0,1095662272
448,100304,3.0,1391975427
64,1196,3.5,1161520897
387,1658,2.0,1117431531
28,300,2.0,1242288446
274,4310,1.5,1171492441
294,3210,4.0,966595458
274,653,3.0,1171492833
86,59315,4.0,1344083069
509,8643,2.5,1435992908
413,318,5.0,1484439483
356,44889,5.0,1229140843
487,318,3.0,1428574138
244,110,5.0,975075995
346,2997,2.5,1125857586
594,5151,4.5,1108975891
177,3753,3.5,1435525974
411,457,4.0,835532100
207,1556,1.0,1258548190
163,1515,3.0,894217532
66,1213,3.5,1099187078
101,2858,4.0,968440828
90,1183,4.0,856354212
38,648,4.0,841341618
572,593,4.0,945886790
21,2376,4.5,1376823423
596,176101,2.5,1535709612
137,2762,4.5,1204859315
414,8810,2.0,1139849368
483,2598,4.0,1226359932
356,720,5.0,1228072581
606,1198,3.5,1171310364
570,2054,2.5,1181478297
160,1022,5.0,971619022
385,45,3.0,837949548
387,2901,2.5,1126494983
608,216,2.5,1117504726
217,468,2.0,955944164
368,1597,3.0,971276156
82,3452,3.5,1084467615
249,98809,4.5,1356003302
509,56145,3.0,1435995109
111,118888,4.5,1517440309
599,587,2.5,1498514478
601,8961,5.0,1441639891
474,4815,3.0,1048858734
15,101864,4.0,1510572902
567,81847,2.0,1525288296
483,1387,2.0,1181496743
414,1282,5.0,1025108900
68,4388,2.0,1261624024
254,2028,5.0,1180446376
111,131826,4.0,1516156316
177,6888,2.5,1435526597
73,88810,4.0,1464199342
182,5095,4.5,1055155071
380,7439,4.0,1494071579
352,102194,4.0,1493675196
150,653,3.0,854203163
58,551,5.0,847718937
263,539,3.0,941590705
376,2716,4.5,1364933305
